BLA	15/12/2008	12	2008	Grab	S	0.557	NaN     3.5	49450	97.1	32380	32.38	22.75	8.01	0.0013	0.23	0.01	0.29	0.3	0.018	0.029	0.005	0.43	120	1
BLA	15/12/2008	12	2008	Insitu	B	15.662	16.7	NaN	53340	97.3	35250	35.25	22.1	8.1     NaN	0.14	0.014	0.18	0.19	0.026	0.022	0.005	0.19	NaN	NaN
BLA	22/12/2008	12	2008	Grab	S	0.512	NaN     2.7	49560	99.2	32470	32.47	22.08	8.09	0.0042	0.19	0.038	0.3	0.33	0.01	0.035	0.005	0.67	130	5
BLA	22/12/2008	12	2008	Grab	B	15.700	16.2	NaN	53650	91.2	35480	35.48	22.19	8.13	NaN	0.12	0.015	0.15	0.17	0.021	0.025	0.005	0.3	NaN	NaN
BLA	29/12/2008	12	2008	Grab	S	0.519	NaN	3.2	50340	97.2	33030	33.03	22.76	7.98	0.003	0.23	0.015	0.38	0.39	0.026	0.034	0.005	0.7	130	2
BLA	29/12/2008	12	2008	Grab	B	15.500	16	NaN	54130	93.6	35830	35.83	22.33	8.04	NaN	0.21	0.01	0.21	0.22	0.01	0.02	0.005	0.2	NaN	NaN
BLA	05/01/2009	01	2009	Grab	S	0.570	NaN	4.9	51230	104.5	33650	33.65	24.57	8.37	0.004	0.19	0.01	0.33	0.33	0.01	0.036	0.005	0.58	120	1
BLA	05/01/2009	01	2009	Grab	B	14.500	15	NaN	51230	104.5	35600	35.6	24.57	8.37	NaN	0.14	0.01	0.21	0.22	0.01	0.025	0.005	0.24	NaN	NaN
BLA	12/01/2009	01	2009	Grab	S	0.524	NaN	3	52070	98.5	34250	34.25	25.21	7.99	0.0021	0.28	0.01	0.32	0.32	0.01	0.029	0.007	0.57	130	1
BLA	12/01/2009	01	2009	Grab	B	15.500	16	NaN	53500	97.5	35310	35.31	25.08	8.02	NaN	0.2	0.01	0.26	0.26	0.01	0.026	0.005	0.44	NaN	NaN
BLA	19/01/2009	01	2009	Grab	S	0.512	NaN	4	52690	101.9	34740	34.74	24.19	7.98	0.0019	0.22	0.01	0.24	0.24	0.01	0.026	0.005	0.74	130	9
BLA	19/01/2009	01	2009	Grab	B	16.500	17	NaN	54360	86.7	35970	35.97	24.31	8.07	NaN	0.15	0.01	0.18	0.19	0.014	0.016	0.005	0.32	NaN	NaN
BLA	27/01/2009	01	2009	Grab	S	0.584	NaN	2.9	53240	96.7	35140	35.14	24.51	8.09	0.0019	0.17	0.013	0.29	0.31	0.01	0.024	0.005	0.62	120	8
BLA	27/01/2009	01	2009	Grab	B	16.500	17	NaN	54270	87.9	35900	35.9	24.57	8.11	NaN	0.12	0.01	0.14	0.14	0.011	0.02	0.005	0.33	NaN	NaN
BLA	02/02/2009	02	2009	Grab	S	0.500	NaN	3.3	53620	109.7	35380	35.38	26.11	8.14	0.0019	0.17	0.01	0.22	0.22	0.01	0.022	0.005	0.61	130	2
BLA	02/02/2009	02	2009	Grab	B	15.000	15.5	NaN	54530	82.1	36090	36.09	24.66	8.05	NaN	0.1	0.01	0.16	0.17	0.032	0.019	0.005	0.48	NaN	NaN
BLA	09/02/2009	02	2009	Grab	S	0.553	NaN	2.7	53560	100.6	35400	35.4	23.63	8.1	0.0023	0.16	0.01	0.21	0.22	0.01	0.026	0.005	0.75	130	5
BLA	09/02/2009	02	2009	Grab	B	15.500	16	NaN	54120	97.1	35810	35.81	23.47	8.11	NaN	0.15	0.01	0.19	0.19	0.01	0.021	0.005	0.57	NaN	NaN
BLA	16/02/2009	02	2009	Grab	S	0.534	NaN	3	54010	65.2	35730	35.73	23.75	8.11	0.003	0.15	0.01	0.26	0.26	0.01	0.026	0.005	0.86	130	3
BLA	16/02/2009	02	2009	Grab	B	16.000	16.8	NaN	54630	55.4	36190	36.19	23.59	8.1	NaN	0.11	0.015	0.14	0.15	0.023	0.019	0.005	0.5	NaN	NaN
BLA	23/02/2009	02	2009	Grab	S	0.506	NaN	NaN	53440	96.5	35310	35.31	23.37	7.99	0.0022	0.16	0.051	0.2	0.25	0.01	0.03	0.005	0.95	130	5
BLA	23/02/2009	02	2009	Grab	B	16.000	17	NaN	54270	92.4	35930	35.93	23.31	8.01	NaN	0.14	0.01	0.18	0.18	0.01	0.022	0.005	0.8	NaN	NaN
BLA	02/03/2009	03	2009	Grab	S	0.538	NaN	2.7	54430	96.7	36060	36.06	22.6	8.08	0.0028	0.21	0.01	0.23	0.23	0.01	0.023	0.005	0.75	130	2
BLA	02/03/2009	03	2009	Grab	B	15.500	16	NaN	54450	94.2	36070	36.07	22.59	8.07	NaN	0.19	0.01	0.21	0.22	0.01	0.022	0.005	0.76	NaN	NaN
BLA	09/03/2009	03	2009	Grab	S	0.499	NaN	3.1	54080	104.2	35800	35.8	22.41	8.01	0.0008	0.19	0.048	0.24	0.28	0.013	0.021	0.005	0.65	130	1
BLA	09/03/2009	03	2009	Grab	B	15.500	16	NaN	54600	97.8	36190	36.19	22.32	8.05	NaN	0.12	0.01	0.18	0.18	0.012	0.016	0.005	0.39	NaN	NaN
BLA	16/03/2009	03	2009	Grab	S	0.505	NaN	2.4	54270	97	35940	35.94	22.51	8	0.0015	0.23	0.01	0.26	0.27	0.01	0.024	0.007	0.47	130	1
BLA	16/03/2009	03	2009	Grab	B	16.500	16.5	NaN	54590	85.9	36170	36.17	22.51	8	NaN	0.19	0.01	0.22	0.23	0.01	0.018	0.007	0.32	NaN	NaN
BLA	23/03/2009	03	2009	Grab	S	0.503	NaN	3	54470	95.8	36100	36.1	21.96	8.02	0.0023	0.21	0.012	0.25	0.26	0.01	0.026	0.005	0.14	130	1
BLA	23/03/2009	03	2009	Grab	B	16.000	16.5	NaN	54760	93.8	36310	36.31	22.02	8.04	NaN	0.17	0.01	0.2	0.2	0.011	0.025	0.005	0.16	NaN	NaN
BLA	30/03/2009	03	2009	Grab	S	0.534	NaN	3	54390	90.7	36040	36.04	21.86	7.94	0.0017	0.21	0.012	0.3	0.31	0.01	0.025	0.021	0.16	130	2
BLA	30/03/2009	03	2009	Grab	B	16.000	16.5	NaN	54710	83.9	36270	36.27	21.82	7.99	NaN	0.18	0.018	0.21	0.23	0.018	0.023	0.018	0.16	NaN	NaN
BLA	06/04/2009	04	2009	Grab	S	0.591	NaN	3.5	54360	99.9	36030	36.03	20.55	8.07	0.0021	0.19	0.017	0.28	0.3	0.01	0.021	0.005	0.27	130	2
BLA	06/04/2009	04	2009	Grab	B	16.000	16.5	NaN	54590	96.3	36200	36.2	20.47	8.08	NaN	0.16	0.01	0.18	0.19	0.01	0.019	0.005	0.24	NaN	NaN
BLA	14/04/2009	04	2009	Grab	S	0.000	NaN	4	54510	91.4	36140	36.14	20.66	7.94	0.0005	0.13	0.022	0.15	0.17	0.02	0.019	0.009	0.2	120	1
BLA	14/04/2009	04	2009	Grab	B	16.500	16.8	NaN	54630	90.3	36220	36.22	20.66	7.97	NaN	0.12	0.015	0.15	0.17	0.021	0.02	0.01	0.22	NaN	NaN
BLA	20/04/2009	04	2009	Grab	S	0.530	NaN	3.2	54630	89.5	36230	36.23	20.66	7.95	0.0018	0.16	0.01	0.2	0.21	0.016	0.022	0.008	0.28	120	2
BLA	20/04/2009	04	2009	Grab	B	16.000	16.5	NaN	54730	86.7	36300	36.3	20.59	7.95	NaN	0.14	0.01	0.18	0.19	0.033	0.023	0.011	0.37	NaN	NaN
BLA	27/04/2009	04	2009	Grab	S	0.510	NaN	3	54640	89.3	36240	36.24	20.15	7.99	0.0005	0.025	0.019	0.14	0.16	0.13	0.018	0.018	0.28	130	7
BLA	27/04/2009	04	2009	Grab	B	15.500	16	NaN	54660	87	36250	36.25	20.15	7.98	NaN	0.09	0.017	0.22	0.24	0.054	0.02	0.019	0.31	NaN	NaN
BLA	04/05/2009	05	2009	Grab	S	0.504	NaN	3.5	54820	94.9	36380	36.38	19.43	7.87	0.0017	0.16	0.022	0.19	0.21	0.01	0.019	0.009	0.38	120	3
BLA	04/05/2009	05	2009	Grab	B	15.500	16	NaN	54940	89.9	36460	36.46	19.41	7.91	NaN	0.17	0.028	0.27	0.3	0.016	0.02	0.011	0.4	NaN	NaN
BLA	11/05/2009	05	2009	Grab	S	0.000	NaN	5.5	54440	80.4	36090	36.09	19.4	8	0.0011	0.031	0.016	0.055	0.071	0.012	0.013	0.009	0.15	120	2
BLA	11/05/2009	05	2009	Grab	B	17.000	17.5	NaN	54480	72.8	36120	36.12	19.26	7.98	NaN	0.055	0.018	0.083	0.1	0.016	0.014	0.01	0.18	NaN	NaN
BLA	18/05/2009	05	2009	Grab	S	0.502	NaN	4.2	56370	88.3	37530	37.53	18.46	7.99	0.0013	0.11	0.011	0.13	0.14	0.01	0.017	0.008	0.15	140	4
BLA	18/05/2009	05	2009	Grab	B	15.500	16	NaN	56670	87.7	37750	37.75	18.48	8	NaN	0.18	0.011	0.2	0.21	0.013	0.025	0.009	0.3	NaN	NaN
BLA	25/05/2009	05	2009	Grab	S	0.507	NaN	3.3	54240	90.5	35930	35.93	17.5	7.95	0.0006	0.14	0.013	0.19	0.2	0.018	0.019	0.005	0.26	130	2
BLA	25/05/2009	05	2009	Grab	B	16.500	17	NaN	54150	53.9	35860	35.86	17.48	7.89	NaN	0.11	0.014	0.15	0.17	0.018	0.019	0.006	0.29	NaN	NaN
BLA	02/06/2009	06	2009	Grab	S	0.536	NaN	6	53610	94.1	35450	35.45	16.89	7.9	0.0016	0.15	0.039	0.16	0.2	0.01	0.02	0.011	0.4	130	2
BLA	02/06/2009	06	2009	Grab	B	16.000	16.5	NaN	54140	82.1	35830	35.83	16.54	7.9	NaN	0.16	0.01	0.2	0.21	0.032	0.023	0.011	0.61	NaN	NaN
BLA	08/06/2009	06	2009	Grab	S	0.509	NaN	4.5	53990	97.1	35740	35.74	17.13	8.05	0.0005	0.15	0.019	0.17	0.19	0.014	0.019	0.005	0.24	120	1
BLA	08/06/2009	06	2009	Grab	B	15.500	16	NaN	53980	93.2	35730	35.73	17.02	8	NaN	0.13	0.028	0.16	0.18	0.016	0.019	0.006	0.29	NaN	NaN
BLA	15/06/2009	06	2009	Grab	S	0.000	NaN	5	52880	92.6	34910	34.91	16.42	7.97	0.0014	0.22	0.035	0.25	0.28	0.019	0.021	0.014	0.55	130	2
BLA	15/06/2009	06	2009	Grab	B	15.500	16	NaN	53130	88	35090	35.09	16.25	8	NaN	0.2	0.023	0.24	0.27	0.027	0.022	0.012	0.7	NaN	NaN
BLA	22/06/2009	06	2009	Grab	S	0.527	NaN	4	53120	93.3	35080	35.08	16.22	7.91	0.0008	0.097	0.017	0.13	0.15	0.016	0.02	0.018	0.35	120	2
BLA	22/06/2009	06	2009	Grab	B	15.500	16	NaN	53160	55.5	35110	35.11	16.27	7.9	NaN	0.12	0.018	0.15	0.17	0.024	0.021	0.011	0.37	NaN	NaN
BLA	30/06/2009	06	2009	Grab	S	0.449	NaN	4	52280	95.3	34430	34.43	14.97	8.01	0.002	0.18	0.026	0.23	0.25	0.018	0.024	0.015	0.67	120	2
BLA	30/06/2009	06	2009	Grab	B	15.500	16	NaN	52310	94.3	34450	34.45	14.97	8.02	NaN	0.16	0.026	0.25	0.27	0.011	0.021	0.011	0.65	NaN	NaN
BLA	06/07/2009	07	2009	Grab	S	0.450	NaN	3	44720	99.8	28960	28.96	14.51	7.96	0.0019	0.19	0.081	0.3	0.38	0.01	0.026	0.024	1.2	130	3
BLA	06/07/2009	07	2009	Insitu	B	16.030	16	NaN	52960	100.6	35010	35.01	16.12	8.06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BLA	13/07/2009	07	2009	Grab	S	0.000	NaN	2.7	42790	107.2	27520	27.52	13.43	7.91	0.0042	0.32	0.087	0.39	0.48	0.01	0.021	0.017	1.3	130	4
BLA	13/07/2009	07	2009	Grab	B	16.000	16.5	NaN	51250	80.8	33680	33.68	15.11	7.83	NaN	0.18	0.043	0.27	0.31	0.045	0.025	0.021	0.84	NaN	NaN
BLA	20/07/2009	07	2009	Grab	S	0.510	NaN	3	48270	96.4	31550	31.55	14.74	7.92	0.0021	0.12	0.051	0.16	0.21	0.013	0.01	0.009	0.61	120	3
BLA	20/07/2009	07	2009	Grab	B	16.000	16.5	NaN	51860	97.8	34190	34.19	15.62	8.02	NaN	0.072	0.022	0.091	0.11	0.01	0.01	0.006	0.23	NaN	NaN
BLA	27/07/2009	07	2009	Grab	S	0.000	NaN	0.8	12630	99.5	7280	7.28	12.66	7.84	0.011	0.75	1.2	0.92	2.1	0.04	0.037	0.009	3.5	72	12
BLA	27/07/2009	07	2009	Grab	B	15.500	16	NaN	50240	81	32930	32.93	15.11	7.94	NaN	0.28	0.39	0.39	0.78	0.05	0.023	0.012	1.4	NaN	NaN
BLA	03/08/2009	08	2009	Grab	S	0.495	NaN	1.3	15370	126.1	9000	9	14.24	8.48	0.0054	0.63	1	0.68	1.7	0.01	0.026	0.005	3.6	91	12
BLA	03/08/2009	08	2009	Grab	B	15.500	16	NaN	52240	95.3	34440	34.44	17.01	8.08	NaN	0.14	0.075	0.17	0.24	0.014	0.011	0.005	0.4	NaN	NaN
BLA	10/08/2009	08	2009	Grab	S	0.511	NaN	2	23130	98.8	14030	14.03	16.94	7.96	0.0061	0.54	0.72	0.61	1.3	0.032	0.025	0.018	2.4	98	9
BLA	10/08/2009	08	2009	Grab	B	15.500	16	NaN	51430	83.4	33850	33.85	17.21	7.99	NaN	0.17	0.1	0.24	0.34	0.055	0.017	0.008	0.6	NaN	NaN
BLA	18/08/2009	08	2009	Grab	S	0.000	NaN	1.2	23330	112.2	14130	14.13	14.89	8.17	0.017	0.33	0.39	0.43	0.82	0.01	0.016	0.011	1.5	99	8
BLA	18/08/2009	08	2009	Grab	B	15.500	16	NaN	51710	98.1	34040	34.04	16.32	8.04	NaN	0.1	0.14	0.18	0.32	0.01	0.016	0.008	0.52	NaN	NaN
BLA	24/08/2009	08	2009	Grab	S	0.500	NaN	1	19790	112.7	11840	11.84	15.07	8.5	0.024	0.37	0.2	0.49	0.69	0.01	0.017	0.012	1.5	94	9
BLA	24/08/2009	08	2009	Grab	B	15.000	15.5	NaN	50060	65	32830	32.83	16.49	8.04	NaN	0.029	0.092	0.14	0.23	0.092	0.022	0.022	0.79	NaN	NaN
BLA	31/08/2009	08	2009	Grab	S	0.507	NaN	1	11860	114.2	6810	6.81	14.87	8.54	0.018	0.63	0.14	0.79	0.93	0.012	0.033	0.005	2.6	89	14
BLA	31/08/2009	08	2009	Grab	B	16.000	16.5	NaN	51310	94.9	33720	33.72	16.27	8.19	NaN	0.025	0.025	0.054	0.079	0.022	0.012	0.005	0.3	NaN	NaN
BLA	07/09/2009	09	2009	Grab	S	0.506	NaN	1.7	19280	106.9	11510	11.51	15.3	8.52	0.01	0.61	0.048	0.78	0.83	0.013	0.025	0.019	2.4	99	11
BLA	07/09/2009	09	2009	Grab	B	15.000	15.5	NaN	49890	84.7	32690	32.69	15.82	8.17	NaN	0.12	0.033	0.19	0.22	0.043	0.016	0.015	0.46	NaN	NaN
BLA	14/09/2009	09	2009	Grab	S	0.487	NaN	1.7	21640	93.8	13050	13.05	15.27	8.25	NaN	0.68	0.03	0.72	0.75	0.018	0.028	0.018	0.28	94	9
BLA	14/09/2009	09	2009	Grab	B	15.000	15.5	NaN	50880	94.3	33420	33.42	15.95	8.12	NaN	0.12	0.022	0.16	0.18	0.021	0.017	0.007	2.3	NaN	NaN
BLA	21/09/2009	09	2009	Grab	S	0.511	NaN	1.7	30890	89.1	19250	19.25	15.36	8.01	0.0032	0.49	0.018	0.69	0.7	0.015	0.021	0.005	2.1	94	9
BLA	21/09/2009	09	2009	Grab	B	15.500	16	NaN	51390	93.7	33810	33.81	16.34	8.07	NaN	0.15	0.018	0.19	0.21	0.015	0.017	0.005	0.3	NaN	NaN
BLA	29/09/2009	09	2009	Grab	S	0.508	NaN	1.7	20850	95.4	12530	12.53	15.98	8.39	0.0019	0.5	0.013	0.54	0.55	0.025	0.021	0.011	2	100	10
BLA	29/09/2009	09	2009	Grab	B	16.000	16.5	NaN	51360	90.9	33790	33.79	16.74	8.12	NaN	0.065	0.023	0.1	0.13	0.033	0.014	0.014	0.4	NaN	NaN
BLA	05/10/2009	10	2009	Grab	S	0.496	NaN	2	24600	NaN	15010	15.01	17.1	8.17	0.0061	0.5	0.01	0.6	0.61	0.01	0.024	0.005	1.3	100	8
BLA	05/10/2009	10	2009	Grab	B	15.500	16	NaN	50810	NaN	33380	33.38	16.77	8.02	NaN	0.12	0.023	0.18	0.2	0.032	0.019	0.008	0.44	NaN	NaN
BLA	12/10/2009	10	2009	Grab	S	0.505	NaN	2	30470	94.5	18970	18.97	16.88	NaN	0.0023	0.32	0.016	0.34	0.36	0.01	0.023	0.019	1.3	100	6
BLA	12/10/2009	10	2009	Grab	B	15.500	16	NaN	51570	95.6	33950	33.95	17.42	NaN	NaN	0.096	0.021	0.12	0.14	0.014	0.018	0.017	0.28	NaN	NaN
BLA	19/10/2009	10	2009	Grab	S	0.522	NaN	2.5	37390	99.8	23750	23.75	19.47	8.07	0.0034	0.29	0.01	0.39	0.4	0.01	0.025	0.005	0.94	120	5
BLA	19/10/2009	10	2009	Grab	B	16.500	17	NaN	52800	96.7	34870	34.87	18.33	8.13	NaN	0.063	0.011	0.12	0.13	0.016	0.018	0.007	0.17	NaN	NaN
BLA	26/10/2009	10	2009	Grab	S	0.501	NaN	3	39830	96.6	25470	25.47	19.32	8.09	0.0028	0.25	0.01	0.26	0.26	0.01	0.02	0.005	0.7	110	5
BLA	26/10/2009	10	2009	Grab	B	14.500	15	NaN	52730	97.4	34810	34.81	18.45	8.16	NaN	0.065	0.01	0.086	0.092	0.01	0.015	0.005	0.15	NaN	NaN
BLA	02/11/2009	11	2009	Grab	S	0.505	NaN	NaN	43860	99.7	28350	28.35	18.23	8.09	0.0035	0.22	0.027	0.28	0.31	0.01	0.022	0.022	0.83	120	4
BLA	02/11/2009	11	2009	Grab	B	15.500	16	NaN	52730	92.8	34780	34.78	18.67	8.12	NaN	0.09	0.018	0.14	0.16	0.014	0.019	0.017	0.31	NaN	NaN
BLA	09/11/2009	11	2009	Grab	S	0.513	NaN	3.5	46740	103.8	30430	30.43	20.22	8.18	0.0021	0.23	0.01	0.26	0.26	0.01	0.016	0.005	0.71	120	4
BLA	09/11/2009	11	2009	Grab	B	14.500	15	NaN	52460	85.6	34620	34.62	19.12	8.09	NaN	0.13	0.01	0.16	0.16	0.01	0.015	0.008	0.35	NaN	NaN
BLA	16/11/2009	11	2009	Grab	S	0.495	NaN	3	48550	97	31730	31.73	22.06	8.07	0.0017	0.13	0.012	0.2	0.21	0.01	0.018	0.007	0.63	130	3
BLA	16/11/2009	11	2009	Grab	B	16.000	16.5	NaN	52660	73.7	34760	34.76	20.08	8.01	NaN	0.065	0.019	0.14	0.16	0.043	0.023	0.014	0.56	NaN	NaN
BLA	23/11/2009	11	2009	Grab	S	0.522	NaN	3	47760	101.2	31160	31.16	20.77	8.09	0.002	0.22	0.01	0.29	0.29	0.015	0.022	0.005	0.66	120	3
BLA	23/11/2009	11	2009	Grab	B	14.500	15	NaN	53040	95	35050	35.05	20.39	8.14	NaN	0.14	0.01	0.2	0.21	0.025	0.018	0.008	0.3	NaN	NaN
BLA	30/11/2009	11	2009	Grab	S	0.513	NaN	1.8	48310	98.9	31560	31.56	21.46	8.07	0.0019	0.18	0.045	0.22	0.26	0.012	0.023	0.017	0.6	120	4
BLA	30/11/2009	11	2009	Grab	B	16.500	17	NaN	53190	93.1	35150	35.15	21.18	8.1	NaN	0.043	0.021	0.093	0.11	0.033	0.019	0.012	0.23	NaN	NaN
BLA	07/12/2009	12	2009	Grab	S	0.510	NaN	2.7	48970	98.2	32030	32.03	22.53	8.14	0.0028	0.21	0.018	0.29	0.3	0.011	0.023	0.006	0.59	120	3
BLA	07/12/2009	12	2009	Grab	B	15.000	15.5	NaN	53500	97.5	35370	35.37	22.25	8.19	NaN	0.11	0.01	0.18	0.18	0.022	0.017	0.008	0.2	NaN	NaN
BLA	14/12/2009	12	2009	Grab	S	0.510	NaN	3.5	50390	100	33060	33.06	23.15	8.13	0.0017	0.23	0.01	0.25	0.26	0.01	0.022	0.007	0.56	120	3
BLA	14/12/2009	12	2009	Grab	B	15.000	15.5	NaN	54280	99	35950	35.95	21.94	8.18	NaN	0.092	0.012	0.14	0.16	0.014	0.014	0.005	0.18	NaN	NaN
BLA	21/12/2009	12	2009	Grab	S	0.496	NaN	3.5	50880	104.1	33410	33.41	23.63	8.11	0.0022	0.18	0.017	0.25	0.27	0.01	0.02	0.009	0.47	120	3
BLA	21/12/2009	12	2009	Grab	B	16.500	17	NaN	53760	94.6	35560	35.56	22.62	8.15	NaN	0.12	0.01	0.16	0.17	0.017	0.015	0.008	0.24	NaN	NaN
BLA	29/12/2009	12	2009	Grab	S	0.537	NaN	3.1	51650	98.1	33970	33.97	24.23	8.04	0.0034	0.18	0.014	0.26	0.27	0.01	0.032	0.006	0.46	120	4
BLA	29/12/2009	12	2009	Grab	B	16.000	16.5	NaN	54510	96	36100	36.1	23.33	8.14	NaN	0.1	0.016	0.13	0.15	0.018	0.017	0.005	0.14	NaN	NaN
ARM	15/12/2008	12	2008	Grab	S	0.538	NaN	NaN	47190	101.6	30710	30.71	23.76	8.02	0.0024	0.28	0.01	0.31	0.32	0.021	0.036	0.005	0.65	120	1
ARM	15/12/2008	12	2008	Grab	B	10.800	11.3	NaN	52090	53.1	34330	34.33	21.61	7.87	NaN	0.13	0.019	0.18	0.2	0.042	0.04	0.006	0.86	NaN	NaN
ARM	22/12/2008	12	2008	Grab	S	0.513	NaN	2.4	48460	95.6	31660	31.66	22.28	8.08	0.0018	0.19	0.01	0.27	0.27	0.01	0.033	0.005	0.8	130	4
ARM	22/12/2008	12	2008	Grab	B	11.600	12.1	NaN	52610	50.6	34710	34.71	22.19	7.94	NaN	0.11	0.01	0.13	0.14	0.01	0.033	0.009	0.79	NaN	NaN
ARM	29/12/2008	12	2008	Grab	S	0.488	NaN	2.5	49140	96	32140	32.14	23.32	7.97	0.0015	0.28	0.01	0.34	0.34	0.01	0.034	0.005	0.83	120	2
ARM	29/12/2008	12	2008	Grab	B	11.600	12	NaN	53070	56.1	35050	35.05	22.1	7.87	NaN	0.21	0.01	0.22	0.22	0.01	0.024	0.005	0.55	NaN	NaN
ARM	05/01/2009	01	2009	Grab	S	0.527	NaN	2.7	50390	103.5	33010	33.01	25.7	8.48	0.0015	0.24	0.01	0.27	0.27	0.01	0.032	0.005	0.77	130	1
ARM	05/01/2009	01	2009	Grab	B	11.000	11.5	NaN	53160	55.9	35100	35.1	23.33	8.34	NaN	0.16	0.01	0.21	0.22	0.01	0.032	0.007	0.74	NaN	NaN
ARM	12/01/2009	01	2009	Grab	S	0.508	NaN	3	51010	103.3	33460	33.46	25.8	7.99	0.0007	0.26	0.01	0.33	0.33	0.01	0.03	0.009	0.56	130	3
ARM	12/01/2009	01	2009	Grab	B	11.500	12	NaN	51560	71.4	33890	33.89	24.82	7.94	NaN	0.24	0.01	0.28	0.28	0.011	0.027	0.009	0.63	NaN	NaN
ARM	19/01/2009	01	2009	Grab	S	0.502	NaN	3.5	52470	90.5	34570	34.57	24.23	8.04	0.002	0.23	0.01	0.25	0.25	0.01	0.033	0.008	1	130	3
ARM	19/01/2009	01	2009	Grab	B	12.000	12.5	NaN	53890	73.2	35620	35.62	24.41	8.04	NaN	0.13	0.01	0.18	0.19	0.04	0.024	0.011	0.66	NaN	NaN
ARM	27/01/2009	01	2009	Grab	S	0.597	NaN	2.9	52540	90	34610	34.61	25.01	8.06	0.0021	0.22	0.01	0.27	0.27	0.01	0.035	0.007	1.1	120	6
ARM	27/01/2009	01	2009	Grab	B	12.500	13	NaN	53710	63.7	35490	35.49	24.16	8.01	NaN	0.12	0.011	0.23	0.24	0.046	0.032	0.013	0.79	NaN	NaN
ARM	02/02/2009	02	2009	Grab	S	0.506	NaN	3.1	53180	108.5	35050	35.05	26.6	8.1	0.0015	0.21	0.01	0.27	0.27	0.01	0.037	0.008	1	130	3
ARM	02/02/2009	02	2009	Grab	B	11.500	12	NaN	54210	66.1	35820	35.82	24.39	7.97	NaN	0.14	0.01	0.18	0.19	0.024	0.032	0.013	0.87	NaN	NaN
ARM	09/02/2009	02	2009	Grab	S	0.527	NaN	2.7	53010	95.6	34990	34.99	23.13	8.06	0.002	0.2	0.01	0.27	0.28	0.01	0.035	0.011	1.2	130	6
ARM	09/02/2009	02	2009	Grab	B	11.500	12	NaN	53900	90.3	35640	35.64	23.94	8.09	NaN	0.17	0.01	0.21	0.22	0.01	0.028	0.009	0.78	NaN	NaN
ARM	16/02/2009	02	2009	Grab	S	0.511	NaN	2.2	53770	61.6	35540	35.54	23.97	8.09	0.0024	0.22	0.01	0.28	0.28	0.01	0.034	0.007	1.1	130	3
ARM	16/02/2009	02	2009	Grab	B	11.000	11.5	NaN	53960	40.2	35700	35.7	23.44	7.97	NaN	0.13	0.016	0.18	0.2	0.031	0.033	0.014	1.1	NaN	NaN
ARM	23/02/2009	02	2009	Grab	S	0.503	NaN	NaN	53780	94.2	35560	35.56	23.49	8.02	0.0019	0.16	0.01	0.25	0.25	0.01	0.033	0.008	1.2	130	6
ARM	23/02/2009	02	2009	Insitu	B	12.409	13	NaN	53980	91	35710	35.71	23.49	8.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ARM	02/03/2009	03	2009	Grab	S	0.517	NaN	2	54050	96.4	35780	35.78	22.25	8.04	0.0029	0.25	0.01	0.27	0.28	0.01	0.033	0.008	1.2	130	2
ARM	02/03/2009	03	2009	Grab	B	11.500	12	2	54050	96.4	35900	35.9	22.25	8.04	NaN	0.25	0.01	0.3	0.3	0.01	0.028	0.008	1	NaN	NaN
ARM	09/03/2009	03	2009	Grab	S	0.517	NaN	3	53900	98.2	35670	35.67	22.35	7.99	0.0021	0.21	0.01	0.28	0.28	0.01	0.032	0.009	1	130	1
ARM	09/03/2009	03	2009	Grab	B	11.000	11.5	NaN	54370	91.8	36020	36.02	22.29	8.01	NaN	0.16	0.01	0.19	0.2	0.021	0.024	0.008	0.68	NaN	NaN
ARM	16/03/2009	03	2009	Grab	S	0.507	NaN	2.8	54280	89.5	35950	35.95	22.62	7.97	0.0019	0.26	0.01	0.3	0.31	0.01	0.032	0.013	0.83	130	1
ARM	16/03/2009	03	2009	Grab	B	12.000	12	NaN	54420	75.4	36050	36.05	22.28	7.96	NaN	0.27	0.01	0.28	0.29	0.01	0.032	0.015	0.75	NaN	NaN
ARM	23/03/2009	03	2009	Grab	S	0.542	NaN	2.5	54590	89.6	36190	36.19	22.09	8	0.0022	0.25	0.01	0.27	0.28	0.01	0.036	0.013	0.69	130	1
ARM	23/03/2009	03	2009	Grab	B	10.500	11	NaN	54590	79.4	36190	36.19	21.82	7.98	NaN	0.24	0.01	0.29	0.29	0.01	0.038	0.011	0.63	NaN	NaN
ARM	30/03/2009	03	2009	Grab	S	0.513	NaN	1.3	54580	94.1	36180	36.18	22.09	7.97	0.0022	0.27	0.01	0.3	0.3	0.01	0.035	0.018	0.57	130	1
ARM	30/03/2009	03	2009	Grab	B	11.500	12	NaN	54620	87.2	36200	36.2	22.06	7.97	NaN	0.27	0.01	0.32	0.32	0.01	0.036	0.017	0.58	NaN	NaN
ARM	06/04/2009	04	2009	Grab	S	0.482	NaN	2.7	54420	95.1	36070	36.07	20.37	8.03	0.0023	0.23	0.01	0.26	0.26	0.01	0.027	0.008	0.66	130	2
ARM	06/04/2009	04	2009	Grab	B	11.500	12	NaN	54480	93.4	36110	36.11	20.33	8.03	NaN	0.22	0.01	0.26	0.27	0.01	0.026	0.009	0.61	NaN	NaN
